Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
169,60,RL,62.0,8244,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,840,840,GASA,EX,Y,SBRKR,840,880,0,1720,0,0,2,1,3,1,GD,7,TYP,1,GD,ATTCHD,2004.0,FIN,2,440,TA,TA,Y,100,48,0,0,0,0,,,,0,5,2007-01-01,WD,NORMAL,183500
170,20,RL,,16669,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,TIMBER,NORM,NORM,1FAM,1STORY,8,6,1981-01-01,1981-01-01,HIP,WDSHAKE,PLYWOOD,PLYWOOD,BRKFACE,653.0,GD,TA,CBLOCK,GD,TA,NO,UNF,0,UNF,0,1686,1686,GASA,TA,Y,SBRKR,1707,0,0,1707,0,0,2,1,2,1,TA,6,TYP,1,TA,ATTCHD,1981.0,RFN,2,511,TA,TA,Y,574,64,0,0,0,0,,,,0,1,2006-01-01,WD,NORMAL,228000
171,50,RM,,12358,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,FEEDR,NORM,1FAM,1.5FIN,5,6,1941-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,360,UNF,0,360,720,GASA,TA,Y,SBRKR,854,0,528,1382,0,0,1,1,2,1,TA,7,TYP,0,,DETCHD,1991.0,UNF,2,660,TA,TA,Y,237,0,0,0,0,0,,,,0,5,2007-01-01,WD,NORMAL,128500
172,20,RL,141.0,31770,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1960-01-01,1960-01-01,HIP,COMPSHG,BRKFACE,PLYWOOD,STONE,112.0,TA,TA,CBLOCK,TA,GD,GD,BLQ,639,UNF,0,441,1080,GASA,FA,Y,SBRKR,1656,0,0,1656,1,0,1,0,3,1,TA,7,TYP,2,GD,ATTCHD,1960.0,FIN,2,528,TA,TA,P,210,62,0,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,215000
173,160,RL,44.0,5306,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,STONEBR,NORM,NORM,TWNHSE,2STORY,7,7,1987-01-01,1987-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,GD,GD,PCONC,GD,GD,NO,GLQ,495,REC,215,354,1064,GASA,GD,Y,SBRKR,1064,703,0,1767,1,0,2,0,2,1,GD,5,TYP,1,TA,ATTCHD,1987.0,RFN,2,504,GD,TA,Y,441,35,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,239000
174,20,RL,80.0,10197,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1961-01-01,1961-01-01,GABLE,COMPSHG,WDSHING,WD SHNG,BRKCMN,491.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,288,REC,374,700,1362,GASA,TA,Y,SBRKR,1362,0,0,1362,1,0,1,1,3,1,TA,6,TYP,1,TA,ATTCHD,1961.0,UNF,2,504,TA,TA,Y,0,20,0,0,0,0,,,,0,6,2008-01-01,COD,NORMAL,163000
175,20,RL,47.0,12416,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,TIMBER,NORM,NORM,1FAM,1STORY,6,5,1986-01-01,1986-01-01,GABLE,COMPSHG,VINYLSD,PLYWOOD,STONE,132.0,TA,TA,CBLOCK,GD,FA,NO,ALQ,1398,LWQ,208,0,1606,GASA,TA,Y,SBRKR,1651,0,0,1651,1,0,2,0,3,1,TA,7,MIN2,1,TA,ATTCHD,1986.0,FIN,2,616,TA,TA,Y,192,0,0,0,0,0,,,,0,11,2008-01-01,WD,NORMAL,184000
176,20,RL,84.0,12615,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,6,7,1950-01-01,2001-01-01,GABLE,COMPSHG,WDSHING,WD SHNG,,0.0,TA,TA,CBLOCK,TA,GD,AV,ALQ,477,UNF,0,725,1202,GASA,TA,Y,SBRKR,2158,0,0,2158,1,0,2,0,4,1,GD,7,TYP,1,GD,ATTCHD,1950.0,UNF,2,576,TA,TA,Y,0,29,39,0,0,0,,MNPRV,,0,6,2007-01-01,WD,NORMAL,243000
177,60,RL,97.0,10029,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,CLEARCR,NORM,NORM,1FAM,2STORY,6,5,1988-01-01,1989-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,268.0,GD,TA,PCONC,GD,TA,NO,GLQ,831,UNF,0,320,1151,GASA,TA,Y,SBRKR,1164,896,0,2060,0,1,2,1,4,1,TA,8,TYP,1,TA,ATTCHD,1988.0,UNF,2,521,TA,TA,Y,0,228,0,0,192,0,,,,0,9,2007-01-01,WD,NORMAL,211000
178,50,RL,,13650,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1.5FIN,5,5,1958-01-01,1958-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,GD,GD,CBLOCK,TA,TA,NO,ALQ,57,BLQ,441,554,1052,GASA,EX,Y,SBRKR,1252,668,0,1920,1,0,2,0,4,1,GD,8,TYP,1,GD,ATTCHD,1958.0,UNF,2,451,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,172500
179,20,RL,63.0,17423,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,STONEBR,NORM,NORM,1FAM,1STORY,9,5,2008-01-01,2009-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,748.0,EX,TA,PCONC,EX,TA,NO,GLQ,1904,UNF,0,312,2216,GASA,EX,Y,SBRKR,2234,0,0,2234,1,0,2,0,1,1,EX,9,TYP,1,GD,ATTCHD,2009.0,FIN,3,1166,TA,TA,Y,0,60,0,0,0,0,,,,0,7,2009-01-01,NEW,PARTIAL,501837
180,30,RM,60.0,8520,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,6,1923-01-01,2006-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,GD,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,968,968,GASA,TA,Y,SBRKR,968,0,0,968,0,0,1,0,2,1,TA,5,TYP,0,,DETCHD,1935.0,UNF,2,480,FA,TA,N,0,0,184,0,0,0,,,,0,7,2007-01-01,WD,NORMAL,100000
181,160,FV,,2117,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,6,5,2000-01-01,2000-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,456.0,GD,TA,PCONC,GD,TA,NO,GLQ,436,UNF,0,320,756,GASA,EX,Y,SBRKR,769,756,0,1525,0,0,2,1,3,1,GD,5,TYP,1,TA,DETCHD,2000.0,UNF,2,440,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007-01-01,WD,NORMAL,177000
182,70,RL,54.0,7588,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,2STORY,7,6,1920-01-01,1950-01-01,GABLE,COMPSHG,STUCCO,STUCCO,,0.0,TA,TA,BRKTIL,FA,TA,NO,LWQ,352,UNF,0,441,793,GASA,GD,Y,SBRKR,901,901,0,1802,0,0,1,1,4,1,TA,9,TYP,1,GD,DETCHD,1920.0,UNF,1,216,FA,TA,Y,0,0,40,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,200100
183,20,RL,60.0,9060,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,ARTERY,NORM,1FAM,1STORY,5,6,1957-01-01,2006-01-01,HIP,COMPSHG,WD SDNG,WD SDNG,BRKFACE,98.0,TA,TA,PCONC,,,,,0,,0,0,0,GASA,EX,Y,SBRKR,1340,0,0,1340,0,0,1,0,3,1,TA,7,TYP,1,GD,ATTCHD,1957.0,RFN,1,252,TA,TA,Y,116,0,0,180,0,0,,MNPRV,,0,6,2007-01-01,WD,NORMAL,120000
184,50,RM,63.0,11426,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,7,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1362,1362,GASA,EX,Y,SBRKR,1362,720,0,2082,0,0,2,1,3,1,GD,6,MOD,0,,DETCHD,2003.0,UNF,2,484,TA,TA,N,280,238,0,0,0,0,,,,0,6,2008-01-01,WD,NORMAL,200000
185,50,RL,92.0,7438,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,RRAN,FEEDR,1FAM,1.5FIN,5,8,1908-01-01,1991-01-01,GABLE,COMPSHG,ASBSHNG,PLYWOOD,,0.0,TA,TA,PCONC,FA,TA,NO,UNF,0,UNF,0,504,504,GASA,GD,Y,SBRKR,936,316,0,1252,0,0,1,0,3,1,TA,5,TYP,0,,ATTCHD,1986.0,UNF,2,576,TA,TA,Y,104,0,0,0,0,0,,MNPRV,,0,6,2006-01-01,WD,NORMAL,127000
186,75,RM,90.0,22950,PAVE,,IR2,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,ARTERY,NORM,1FAM,2.5FIN,10,9,1892-01-01,1993-01-01,GABLE,WDSHNGL,WD SDNG,WD SDNG,,0.0,GD,GD,BRKTIL,TA,TA,MN,UNF,0,UNF,0,1107,1107,GASA,EX,Y,SBRKR,1518,1518,572,3608,0,0,2,1,4,1,EX,12,TYP,2,TA,DETCHD,1993.0,UNF,3,840,EX,TA,Y,0,260,0,0,410,0,,GDPRV,,0,6,2006-01-01,WD,NORMAL,475000
187,80,RL,,9947,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,SLVL,7,5,1990-01-01,1991-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,PCONC,GD,TA,AV,GLQ,611,UNF,0,577,1188,GASA,EX,Y,SBRKR,1217,0,0,1217,1,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,1990.0,UNF,2,497,TA,TA,Y,168,27,0,0,0,0,,GDPRV,,0,6,2009-01-01,WD,NORMAL,173000
188,50,RL,60.0,10410,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,7,1916-01-01,1987-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,FA,TA,NO,UNF,0,UNF,0,660,660,GASA,EX,Y,SBRKR,808,704,144,1656,0,0,2,1,3,1,TA,8,MIN2,0,,DETCHD,1916.0,UNF,1,180,FA,FA,N,0,0,0,140,0,0,,MNPRV,,0,8,2009-01-01,WD,NORMAL,135000
189,90,RL,64.0,7018,PAVE,,REG,BNK,ALLPUB,INSIDE,GTL,SAWYERW,FEEDR,NORM,DUPLEX,SFOYER,5,5,1979-01-01,1979-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,STONE,275.0,TA,TA,CBLOCK,GD,TA,AV,GLQ,1086,UNF,0,0,1086,GASA,TA,Y,SBRKR,1224,0,0,1224,2,0,0,2,2,2,TA,6,TYP,2,TA,DETCHD,1979.0,UNF,2,528,TA,TA,Y,120,0,0,0,0,0,,,,0,6,2009-01-01,WD,ALLOCA,153337
190,120,RL,41.0,4923,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,STONEBR,NORM,NORM,TWNHSE,1STORY,8,5,2001-01-01,2002-01-01,GABLE,COMPSHG,CEMNTBD,CMENTBD,,0.0,GD,TA,PCONC,EX,TA,AV,GLQ,1153,UNF,0,440,1593,GASA,EX,Y,SBRKR,1593,0,0,1593,1,0,1,1,0,1,EX,5,TYP,1,GD,ATTCHD,2001.0,FIN,2,682,TA,TA,Y,0,120,0,0,224,0,,,,0,8,2008-01-01,WD,NORMAL,286000
191,70,RL,70.0,10570,PAVE,,REG,BNK,ALLPUB,INSIDE,MOD,CRAWFOR,NORM,NORM,1FAM,2STORY,8,8,1932-01-01,1994-01-01,HIP,COMPSHG,BRKFACE,BRKFACE,,0.0,GD,TA,CBLOCK,GD,GD,NO,REC,297,UNF,0,556,853,GASA,TA,Y,SBRKR,1549,1178,0,2727,0,0,2,1,3,1,GD,10,MAJ1,2,TA,DETCHD,1932.0,UNF,2,440,TA,TA,Y,0,74,0,0,0,0,,,,0,12,2007-01-01,WD,NORMAL,315000
192,60,RL,,7472,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,NAMES,NORM,NORM,1FAM,2STORY,7,9,1972-01-01,2004-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,138.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,626,UNF,0,99,725,GASA,GD,Y,SBRKR,725,754,0,1479,1,0,1,1,4,1,GD,7,TYP,0,,ATTCHD,1972.0,FIN,2,484,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007-01-01,WD,NORMAL,184000
193,20,RL,68.0,9017,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,1999-01-01,1999-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,AV,GLQ,560,UNF,0,871,1431,GASA,EX,Y,SBRKR,1431,0,0,1431,1,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,1999.0,FIN,2,666,TA,TA,Y,0,35,0,0,0,0,,,,0,9,2009-01-01,WD,NORMAL,192000
194,160,RM,24.0,2522,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,TWNHS,2STORY,7,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,50.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,970,970,GASA,EX,Y,SBRKR,970,739,0,1709,0,0,2,0,3,1,GD,7,MAJ1,0,,DETCHD,2004.0,UNF,2,380,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,130000
195,20,RL,60.0,7180,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,7,1972-01-01,1972-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,AV,ALQ,390,UNF,0,474,864,GASA,TA,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TA,5,TYP,0,,DETCHD,1989.0,UNF,1,352,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008-01-01,WD,NORMAL,127000
196,160,RL,24.0,2280,PAVE,,REG,LVL,ALLPUB,FR2,GTL,NPKVILL,NORM,NORM,TWNHS,2STORY,6,6,1976-01-01,1976-01-01,GABLE,COMPSHG,PLYWOOD,BRK CMN,,0.0,TA,TA,CBLOCK,GD,TA,NO,ALQ,566,UNF,0,289,855,GASA,TA,Y,SBRKR,855,601,0,1456,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,1976.0,UNF,2,440,TA,TA,Y,87,0,0,0,0,0,,,,0,7,2009-01-01,WD,NORMAL,148500
197,20,RL,79.0,9416,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,7,5,2007-01-01,2007-01-01,HIP,COMPSHG,CEMNTBD,CMENTBD,STONE,205.0,EX,TA,PCONC,EX,TA,NO,GLQ,1126,UNF,0,600,1726,GASA,EX,Y,SBRKR,1726,0,0,1726,1,0,2,0,3,1,EX,8,TYP,1,GD,ATTCHD,2007.0,FIN,3,786,TA,TA,Y,171,138,0,0,266,0,,,,0,9,2007-01-01,NEW,PARTIAL,311872
198,75,RL,174.0,25419,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NAMES,ARTERY,NORM,1FAM,2STORY,8,4,1918-01-01,1990-01-01,GABLE,COMPSHG,STUCCO,STUCCO,,0.0,GD,GD,PCONC,TA,TA,NO,GLQ,1036,LWQ,184,140,1360,GASA,GD,Y,SBRKR,1360,1360,392,3112,1,1,2,0,4,1,GD,8,TYP,1,EX,DETCHD,1918.0,UNF,2,795,TA,TA,Y,0,16,552,0,0,512,EX,GDPRV,,0,3,2006-01-01,WD,ABNORML,235000
199,75,RM,92.0,5520,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2.5FIN,6,6,1912-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,755,755,GASA,EX,Y,SBRKR,929,929,371,2229,0,0,1,0,5,1,TA,8,TYP,0,,,,,0,0,,,Y,0,198,30,0,0,0,,MNPRV,,0,7,2009-01-01,WD,ABNORML,104000
200,20,RL,76.0,9591,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,1STORY,8,5,2004-01-01,2005-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,262.0,GD,TA,PCONC,EX,TA,AV,GLQ,1088,UNF,0,625,1713,GASA,EX,Y,SBRKR,1713,0,0,1713,1,0,2,0,3,1,EX,7,TYP,1,GD,ATTCHD,2004.0,FIN,3,856,TA,TA,Y,0,26,0,0,170,0,,,,0,1,2009-01-01,WD,NORMAL,274900
201,20,RM,80.0,8546,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,4,5,2003-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1121,1121,GASA,EX,Y,SBRKR,1121,0,0,1121,0,0,2,0,2,1,TA,5,TYP,0,,ATTCHD,2003.0,RFN,2,440,TA,TA,Y,132,64,0,0,0,0,,,,0,3,2010-01-01,WD,NORMAL,140000
202,20,RL,75.0,10125,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,6,6,1977-01-01,1977-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,641,LWQ,279,276,1196,GASA,TA,Y,SBRKR,1279,0,0,1279,0,1,2,0,3,1,TA,6,TYP,2,FA,DETCHD,1980.0,UNF,2,473,TA,TA,Y,238,83,0,0,0,0,,MNPRV,,0,2,2008-01-01,WD,NORMAL,171500
203,50,RL,50.0,7000,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,ARTERY,NORM,1FAM,1.5FIN,6,6,1924-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,GD,BRKTIL,FA,TA,NO,LWQ,617,UNF,0,0,617,GASA,GD,Y,SBRKR,865,445,0,1310,0,0,2,0,2,1,TA,6,MIN1,0,,ATTCHD,1924.0,UNF,1,398,TA,TA,Y,0,0,126,0,0,0,,,,0,5,2006-01-01,COD,NORMAL,112000
204,120,RM,,4438,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,TWNHSE,1STORY,6,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,205.0,GD,TA,PCONC,GD,TA,AV,GLQ,662,UNF,0,186,848,GASA,EX,Y,SBRKR,848,0,0,848,1,0,1,0,1,1,GD,3,TYP,1,GD,ATTCHD,2004.0,RFN,2,420,TA,TA,Y,149,0,0,0,0,0,,,,0,1,2008-01-01,WD,NORMAL,149000
205,50,RM,50.0,3500,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,7,1947-01-01,1950-01-01,GABLE,COMPSHG,ASBSHNG,ASBSHNG,,0.0,TA,TA,CBLOCK,TA,TA,NO,LWQ,312,UNF,0,408,720,GASA,TA,Y,SBRKR,720,564,0,1284,0,0,1,1,2,1,TA,5,TYP,0,,DETCHD,1948.0,UNF,1,240,TA,TA,Y,0,35,0,0,0,0,,MNWW,,0,4,2009-01-01,WD,NORMAL,110000
206,20,RL,99.0,11851,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,1STORY,7,5,1990-01-01,1990-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1424,1424,GASA,EX,Y,SBRKR,1442,0,0,1442,0,0,2,0,3,1,TA,5,TYP,0,,ATTCHD,1990.0,RFN,2,500,TA,TA,Y,0,34,0,508,0,0,,,,0,5,2009-01-01,WD,NORMAL,180500
207,20,RL,40.0,13673,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYER,RRAE,NORM,1FAM,1STORY,5,5,1962-01-01,1962-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,GD,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1140,1140,GASA,TA,Y,SBRKR,1696,0,0,1696,0,0,1,1,3,1,TA,8,MIN2,1,TA,ATTCHD,1962.0,RFN,1,349,TA,TA,Y,0,30,0,0,0,0,,,,0,3,2007-01-01,WD,NORMAL,143900
208,20,RL,,12493,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,5,1960-01-01,1960-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,PCONC,TA,TA,NO,ALQ,419,REC,306,375,1100,GASA,TA,Y,SBRKR,1100,0,0,1100,1,0,1,0,3,1,TA,6,TYP,1,PO,ATTCHD,1960.0,RFN,1,312,TA,TA,Y,355,0,0,0,0,0,,GDWO,,0,4,2008-01-01,WD,NORMAL,141000
209,60,RL,,14364,PAVE,,IR1,LOW,ALLPUB,INSIDE,MOD,SAWYERW,NORM,NORM,1FAM,2STORY,7,5,1988-01-01,1989-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,128.0,GD,TA,CBLOCK,GD,TA,GD,GLQ,1065,UNF,0,92,1157,GASA,EX,Y,SBRKR,1180,882,0,2062,1,0,2,1,3,1,TA,7,TYP,1,GD,ATTCHD,1988.0,FIN,2,454,TA,TA,Y,60,55,0,0,154,0,,,,0,4,2007-01-01,WD,NORMAL,277000
210,20,RL,75.0,8250,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,7,1964-01-01,1964-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,STONE,260.0,TA,TA,CBLOCK,GD,TA,NO,REC,787,UNF,0,305,1092,GASA,EX,Y,SBRKR,1092,0,0,1092,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1964.0,RFN,2,504,TA,GD,Y,0,0,0,0,0,0,,MNPRV,,0,7,2008-01-01,WD,NORMAL,145000
211,30,RL,67.0,5604,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,5,6,1925-01-01,1950-01-01,GABLE,COMPSHG,STUCCO,STUCCO,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,468,UNF,0,396,864,GASA,TA,N,FUSEA,864,0,0,864,1,0,1,0,2,1,TA,5,TYP,0,,,,,0,0,,,Y,0,0,96,0,0,0,,,,0,4,2008-01-01,WD,NORMAL,98000
212,20,RL,83.0,10420,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,6,5,2009-01-01,2009-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,MN,GLQ,36,UNF,0,1176,1212,GASA,EX,Y,SBRKR,1212,0,0,1212,0,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,2009.0,RFN,2,460,TA,TA,Y,100,22,0,0,0,0,,,,0,3,2010-01-01,WD,NORMAL,186000
213,60,FV,72.0,8640,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,2STORY,7,5,2009-01-01,2009-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,GLQ,822,UNF,0,78,900,GASA,EX,Y,SBRKR,932,920,0,1852,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,2009.0,RFN,2,644,TA,TA,Y,168,108,0,0,0,0,,,,0,7,2009-01-01,NEW,PARTIAL,252678
214,20,RL,43.0,13568,PAVE,,IR2,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,5,1995-01-01,1995-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,ALQ,716,UNF,0,274,990,GASA,EX,Y,SBRKR,990,0,0,990,0,1,1,0,3,1,TA,5,TYP,0,,ATTCHD,1996.0,UNF,2,576,TA,TA,Y,224,0,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,156000
215,60,RL,,10900,PAVE,,IR1,LVL,ALLPUB,FR2,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,6,7,1977-01-01,1977-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,153.0,TA,TA,CBLOCK,GD,TA,NO,GLQ,378,UNF,0,311,689,GASA,EX,Y,SBRKR,689,703,0,1392,0,0,1,1,3,1,TA,6,TYP,0,,ATTCHD,1977.0,FIN,1,299,TA,TA,Y,0,36,0,0,0,0,,MNPRV,SHED,450,3,2010-01-01,WD,NORMAL,161750
216,20,RL,72.0,10011,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1957-01-01,1996-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,64.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,360,UNF,0,710,1070,GASA,TA,Y,SBRKR,1236,0,0,1236,0,1,1,0,2,1,GD,6,MIN1,1,FA,ATTCHD,1957.0,UNF,1,447,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,5,2006-01-01,WD,NORMAL,134450
